province;red;green;blue;x;x
6500;239;0;230;6500;x
6501;211;232;3;6501;x
6502;109;226;135;6502;x
6503;255;173;2;6503;x
6504;184;162;207;6504;x
6505;110;17;87;6505;x
6506;187;89;221;6506;x
6507;187;236;171;6507;x
6508;88;134;65;6508;x
6509;217;52;143;6509;x
6510;143;66;56;6510;x
6511;208;34;84;6511;x
6512;248;193;182;6512;x
6513;82;227;90;6513;x
6514;161;35;46;6514;x
6515;163;45;73;6515;x
6516;29;120;153;6516;x
6517;130;36;209;6517;x
6518;248;143;108;6518;x
6519;245;189;139;6519;x
6520;192;43;151;6520;x
6521;82;34;4;6521;x
6522;34;204;143;6522;x
6523;20;79;244;6523;x
6524;27;130;172;6524;x
6525;64;17;143;6525;x
6526;121;102;158;6526;x
6527;147;189;252;6527;x
6528;59;159;162;6528;x
6529;19;215;146;6529;x
6530;247;190;137;6530;x
6531;22;212;2;6531;x
6532;13;29;142;6532;x
6533;115;55;1;6533;x
6534;215;215;16;6534;x
6535;225;5;1;6535;x
6536;114;188;209;6536;x
6537;69;54;71;6537;x
6538;125;87;219;6538;x
6539;67;221;193;6539;x
6540;242;230;207;6540;x
6541;28;163;231;6541;x
6542;165;166;239;6542;x
6543;101;9;135;6543;x
6544;132;168;56;6544;x
6545;146;233;253;6545;x
6546;116;37;99;6546;x
6547;252;137;162;6547;x
6548;109;255;54;6548;x
6549;16;218;119;6549;x
6550;182;105;151;6550;x
6551;210;191;84;6551;x
6552;126;17;92;6552;x
6553;44;133;67;6553;x
6554;221;12;94;6554;x
6555;102;194;179;6555;x
6556;100;111;237;6556;x
6557;103;11;34;6557;x
6558;38;235;158;6558;x
6559;185;95;133;6559;x
6560;250;179;169;6560;x
6561;90;164;182;6561;x
6562;20;127;201;6562;x
6563;44;90;246;6563;x
6564;37;189;132;6564;x
6565;113;162;141;6565;x
6566;206;18;147;6566;x
6567;191;116;11;6567;x
6568;194;218;180;6568;x
6569;15;223;133;6569;x
6570;115;116;85;6570;x
6571;7;0;119;6571;x
6572;75;31;17;6572;x
6573;197;32;244;6573;x
6574;201;152;242;6574;x
6575;237;243;95;6575;x
6576;54;160;48;6576;x
6577;232;0;235;6577;x
6578;203;157;79;6578;x
6579;160;53;90;6579;x
6580;182;124;238;6580;x
6581;40;217;89;6581;x
6582;130;104;68;6582;x
6583;6;162;120;6583;x
6584;238;44;53;6584;x
6585;26;155;99;6585;x
6586;58;17;214;6586;x
6587;251;241;244;6587;x
6588;124;140;101;6588;x
6589;8;103;175;6589;x
6590;244;195;170;6590;x
6591;216;235;74;6591;x
6592;108;209;42;6592;x
6593;53;83;23;6593;x
6594;226;184;189;6594;x
6595;125;17;191;6595;x
6596;249;142;246;6596;x
6597;55;133;161;6597;x
6598;131;124;109;6598;x
6599;94;27;97;6599;x
6600;77;8;2;6600;x
6601;94;0;92;6601;x
6602;41;166;166;6602;x
6603;133;14;201;6603;x
6604;21;191;61;6604;x
6605;245;248;167;6605;x
6606;78;90;166;6606;x
6607;109;182;183;6607;x
6608;105;39;236;6608;x
6609;234;1;224;6609;x
6610;39;126;85;6610;x
6611;25;238;205;6611;x
6612;120;25;58;6612;x
6613;168;85;182;6613;x
6614;139;49;158;6614;x
6615;209;230;125;6615;x
6616;202;185;98;6616;x
6617;101;230;124;6617;x
6618;207;19;204;6618;x
6619;216;113;40;6619;x
6620;197;9;107;6620;x
6621;82;118;173;6621;x
6622;97;238;40;6622;x
6623;156;48;37;6623;x
6624;43;90;98;6624;x
6625;40;57;174;6625;x
6626;116;17;172;6626;x
6627;34;48;111;6627;x
6628;38;255;128;6628;x
6629;98;160;205;6629;x
6630;78;22;107;6630;x
6631;102;244;22;6631;x
6632;84;111;78;6632;x
6633;140;92;223;6633;x
6634;148;37;56;6634;x
6635;166;215;37;6635;x
6636;91;241;44;6636;x
6637;223;238;208;6637;x
6638;171;181;149;6638;x
6639;140;136;208;6639;x
6640;136;230;91;6640;x
6641;119;21;253;6641;x
6642;251;184;98;6642;x
6643;206;98;45;6643;x
6644;16;172;154;6644;x
6645;27;199;12;6645;x
6646;234;245;79;6646;x
6647;153;78;157;6647;x
6648;144;171;56;6648;x
6649;34;88;118;6649;x
6650;59;215;120;6650;x
6651;37;21;224;6651;x
6652;160;243;32;6652;x
6653;177;201;69;6653;x
6654;39;126;124;6654;x
6655;232;133;168;6655;x
6656;240;40;29;6656;x
6657;151;4;41;6657;x
6658;163;76;143;6658;x
6659;214;73;190;6659;x
6660;247;207;39;6660;x
6661;209;56;54;6661;x
6662;253;7;2;6662;x
6663;216;106;193;6663;x
6664;143;69;255;6664;x
6665;202;140;117;6665;x
6666;235;165;220;6666;x
6667;127;110;69;6667;x
6668;152;6;189;6668;x
6669;243;24;198;6669;x
6670;31;28;253;6670;x
6671;93;43;53;6671;x
6672;91;5;163;6672;x
6673;237;26;8;6673;x
6674;47;138;20;6674;x
6675;21;179;47;6675;x
6676;214;235;85;6676;x
6677;135;152;8;6677;x
6678;74;204;232;6678;x
6679;46;201;21;6679;x
6680;0;123;181;6680;x
6681;226;233;164;6681;x
6682;229;83;248;6682;x
6683;89;42;71;6683;x
6684;214;1;132;6684;x
6685;86;207;82;6685;x
6686;197;33;38;6686;x
6687;125;31;225;6687;x
6688;227;82;106;6688;x
6689;61;125;210;6689;x
6690;43;19;233;6690;x
6691;254;245;128;6691;x
6692;115;245;224;6692;x
6693;207;234;27;6693;x
6694;157;104;8;6694;x
6695;199;104;59;6695;x
6696;131;186;71;6696;x
6697;80;223;45;6697;x
6698;25;248;188;6698;x
6699;96;100;85;6699;x
6700;247;4;19;6700;x
6701;105;122;162;6701;x
6702;1;84;53;6702;x
6703;57;146;34;6703;x
6704;18;129;188;6704;x
6705;208;169;245;6705;x
6706;161;209;177;6706;x
6707;135;203;65;6707;x
6708;155;108;90;6708;x
6709;44;72;134;6709;x
6710;67;105;25;6710;x
6711;207;5;0;6711;x
6712;132;162;87;6712;x
6713;16;197;158;6713;x
6714;147;71;96;6714;x
6715;204;207;108;6715;x
6716;107;242;93;6716;x
6717;193;205;15;6717;x
6718;123;14;160;6718;x
6719;133;16;26;6719;x
6720;37;143;54;6720;x
6721;55;70;198;6721;x
6722;194;109;199;6722;x
6723;226;122;122;6723;x
6724;141;128;49;6724;x
6725;187;171;106;6725;x
6726;6;88;60;6726;x
6727;232;219;232;6727;x
6728;62;82;158;6728;x
6729;63;192;12;6729;x
6730;220;83;45;6730;x
6731;70;187;65;6731;x
6732;243;220;139;6732;x
6733;78;90;16;6733;x
6734;89;61;44;6734;x
6735;98;93;115;6735;x
6736;255;122;46;6736;x
6737;153;146;119;6737;x
6738;234;43;28;6738;x
6739;5;127;204;6739;x
6740;45;135;86;6740;x
6741;250;58;168;6741;x
6742;67;196;67;6742;x
6743;181;41;61;6743;x
6744;150;112;59;6744;x
6745;58;20;66;6745;x
6746;105;246;160;6746;x
6747;162;24;226;6747;x
6748;7;48;106;6748;x
6749;212;231;80;6749;x
6750;26;107;14;6750;x
6751;18;28;151;6751;x
6752;26;117;138;6752;x
6753;57;243;224;6753;x
6754;4;164;239;6754;x
6755;1;65;91;6755;x
6756;27;43;7;6756;x
6757;84;64;178;6757;x
6758;207;226;42;6758;x
6759;170;112;136;6759;x
6760;44;136;239;6760;x
6761;149;192;185;6761;x
6762;194;46;45;6762;x
6763;152;53;214;6763;x
6764;229;0;236;6764;x
6765;102;181;219;6765;x
6766;184;103;85;6766;x
6767;121;248;204;6767;x
6768;137;182;212;6768;x
6769;199;58;173;6769;x
6770;203;194;254;6770;x
6771;10;150;183;6771;x
6772;62;64;165;6772;x
6773;120;255;198;6773;x
6774;76;28;121;6774;x
6775;161;222;54;6775;x
6776;221;244;61;6776;x
6777;146;39;88;6777;x
6778;205;17;242;6778;x
6779;201;89;152;6779;x
6780;210;122;246;6780;x
6781;2;199;14;6781;x
6782;253;206;95;6782;x
6783;59;73;108;6783;x
6784;67;15;80;6784;x
6785;72;6;156;6785;x
6786;0;195;88;6786;x
6787;150;140;220;6787;x
6788;152;146;129;6788;x
6789;41;139;119;6789;x
6790;141;101;70;6790;x
6791;2;120;154;6791;x
6792;165;110;110;6792;x
6793;7;159;81;6793;x
6794;196;96;171;6794;x
6795;80;199;174;6795;x
6796;112;140;254;6796;x
6797;3;184;216;6797;x
6798;188;115;192;6798;x
6799;180;18;23;6799;x
6800;152;147;199;6800;x
6801;53;138;232;6801;x
6802;255;41;196;6802;x
6803;232;44;76;6803;x
6804;44;98;134;6804;x
6805;201;58;87;6805;x
6806;77;137;182;6806;x
6807;17;81;223;6807;x
6808;152;16;53;6808;x
6809;203;229;199;6809;x
6810;100;47;185;6810;x
6811;135;112;240;6811;x
6812;125;208;105;6812;x
6813;245;91;14;6813;x
6814;149;37;138;6814;x
6815;127;103;19;6815;x
6816;80;90;174;6816;x
6817;209;93;116;6817;x
6818;84;193;230;6818;x
6819;71;221;235;6819;x
6820;229;11;117;6820;x
6821;156;108;29;6821;x
6822;169;207;117;6822;x
6823;59;109;174;6823;x
6824;97;233;169;6824;x
6825;243;46;126;6825;x
6826;179;213;44;6826;x
6827;244;206;93;6827;x
6828;46;120;184;6828;x
6829;93;127;91;6829;x
6830;181;65;9;6830;x
6831;245;35;9;6831;x
6832;109;246;227;6832;x
6833;159;68;248;6833;x
6834;224;15;246;6834;x
6835;190;200;73;6835;x
6836;253;104;233;6836;x
6837;139;107;63;6837;x
6838;65;243;98;6838;x
6839;202;91;239;6839;x
6840;3;134;226;6840;x
6841;105;58;165;6841;x
6842;193;185;249;6842;x
6843;204;45;240;6843;x
6844;233;227;194;6844;x
6845;117;182;109;6845;x
6846;186;31;114;6846;x
6847;86;243;228;6847;x
6848;138;205;207;6848;x
6849;163;11;73;6849;x
6850;89;8;141;6850;x
6851;242;195;140;6851;x
6852;125;215;29;6852;x
6853;49;205;209;6853;x
6854;69;119;54;6854;x
6855;236;244;9;6855;x
6856;78;250;223;6856;x
6857;154;124;118;6857;x
6858;96;34;226;6858;x
6859;157;203;205;6859;x
6860;11;119;55;6860;x
6861;117;138;64;6861;x
6862;71;247;200;6862;x
6863;34;37;132;6863;x
6864;201;161;178;6864;x
6865;196;124;239;6865;x
6866;180;157;220;6866;x
6867;154;98;117;6867;x
6868;148;194;112;6868;x
6869;104;210;39;6869;x
6870;40;39;234;6870;x
6871;234;45;119;6871;x
6872;238;12;243;6872;x
6873;41;53;61;6873;x
6874;3;88;202;6874;x
6875;99;33;61;6875;x
6876;155;215;194;6876;x
6877;135;149;152;6877;x
6878;29;185;132;6878;x
6879;130;147;117;6879;x
6880;108;211;200;6880;x
6881;76;79;66;6881;x
6882;133;93;13;6882;x
6883;128;216;49;6883;x
6884;237;119;27;6884;x
6885;236;10;18;6885;x
6886;161;105;140;6886;x
6887;223;109;185;6887;x
6888;149;79;142;6888;x
6889;46;115;26;6889;x
6890;169;223;52;6890;x
6891;90;65;142;6891;x
6892;204;125;128;6892;x
6893;222;227;44;6893;x
6894;215;104;23;6894;x
6895;161;103;231;6895;x
6896;87;73;41;6896;x
6897;0;237;82;6897;x
6898;237;42;172;6898;x
6899;120;154;145;6899;x
6900;252;200;113;6900;x
6901;29;46;187;6901;x
6902;167;98;21;6902;x
6903;139;104;100;6903;x
6904;234;120;213;6904;x
6905;209;245;92;6905;x
6906;118;177;215;6906;x
6907;121;156;218;6907;x
6908;193;61;55;6908;x
6909;29;207;182;6909;x
6910;213;196;154;6910;x
6911;212;31;251;6911;x
6912;192;89;209;6912;x
6913;208;16;31;6913;x
6914;30;177;57;6914;x
6915;131;56;169;6915;x
6916;156;65;163;6916;x
6917;27;220;97;6917;x
6918;50;247;63;6918;x
6919;205;89;102;6919;x
6920;1;130;234;6920;x
6921;182;198;217;6921;x
6922;229;246;144;6922;x
6923;237;120;182;6923;x
6924;27;146;68;6924;x
6925;93;54;67;6925;x
6926;23;230;72;6926;x
6927;253;70;73;6927;x
6928;226;101;143;6928;x
6929;41;49;109;6929;x
6930;56;180;233;6930;x
6931;195;70;225;6931;x
6932;42;32;22;6932;x
6933;103;128;180;6933;x
6934;215;17;128;6934;x
6935;128;145;56;6935;x
6936;204;7;59;6936;x
6937;14;59;108;6937;x
6938;141;240;243;6938;x
6939;96;104;191;6939;x
6940;59;168;147;6940;x
6941;14;79;99;6941;x
6942;68;147;96;6942;x
6943;92;182;174;6943;x
6944;206;173;74;6944;x
6945;1;214;146;6945;x
6946;207;62;150;6946;x
6947;110;62;62;6947;x
6948;91;112;225;6948;x
6949;83;31;96;6949;x
6950;226;79;66;6950;x
6951;247;228;53;6951;x
6952;105;84;196;6952;x
6953;171;218;231;6953;x
6954;31;118;150;6954;x
6955;190;161;185;6955;x
6956;243;3;33;6956;x
6957;157;80;163;6957;x
6958;107;4;219;6958;x
6959;64;23;28;6959;x
6960;19;52;243;6960;x
6961;13;191;127;6961;x
6962;188;52;4;6962;x
6963;215;234;112;6963;x
6964;3;151;196;6964;x
6965;215;171;48;6965;x
6966;133;112;104;6966;x
6967;125;125;126;6967;x
6968;128;54;202;6968;x
6969;24;75;224;6969;x
6970;209;91;73;6970;x
6971;216;127;83;6971;x
6972;164;212;239;6972;x
6973;236;19;241;6973;x
6974;93;185;72;6974;x
6975;125;195;140;6975;x
6976;55;88;115;6976;x
6977;33;147;7;6977;x
6978;146;156;81;6978;x
6979;152;62;151;6979;x
6980;226;20;191;6980;x
6981;219;100;44;6981;x
6982;165;77;163;6982;x
6983;69;144;64;6983;x
6984;24;236;184;6984;x
6985;219;52;241;6985;x
6986;227;144;213;6986;x
6987;120;132;155;6987;x
6988;128;145;194;6988;x
6989;141;11;193;6989;x
6990;107;83;43;6990;x
6991;82;56;228;6991;x
6992;50;35;3;6992;x
6993;173;142;136;6993;x
6994;181;80;244;6994;x
6995;76;12;33;6995;x
6996;230;46;102;6996;x
6997;155;72;210;6997;x
6998;102;209;129;6998;x
6999;159;68;205;6999;x
7000;127;59;240;7000;x
7001;63;182;103;7001;x
7002;165;215;74;7002;x
7003;118;132;229;7003;x
7004;77;93;242;7004;x
7005;36;251;91;7005;x
7006;84;63;249;7006;x
7007;185;130;121;7007;x
7008;68;247;224;7008;x
7009;80;60;112;7009;x
7010;145;17;223;7010;x
7011;232;168;216;7011;x
7012;103;132;15;7012;x
7013;234;120;34;7013;x
7014;105;241;90;7014;x
7015;109;63;29;7015;x
7016;107;185;129;7016;x
7017;235;78;197;7017;x
7018;161;102;156;7018;x
7019;199;169;231;7019;x
7020;146;92;164;7020;x
7021;15;13;201;7021;x
7022;230;60;78;7022;x
7023;223;21;100;7023;x
7024;54;197;2;7024;x
7025;104;103;85;7025;x
7026;178;105;242;7026;x
7027;110;20;42;7027;x
7028;224;137;61;7028;x
7029;50;100;253;7029;x
7030;151;152;96;7030;x
7031;255;22;93;7031;x
7032;66;215;69;7032;x
7033;56;152;40;7033;x
7034;230;115;231;7034;x
7035;2;192;12;7035;x
7036;183;158;145;7036;x
7037;187;193;194;7037;x
7038;232;114;137;7038;x
7039;52;163;200;7039;x
7040;80;45;74;7040;x
7041;114;192;248;7041;x
7042;140;115;122;7042;x
7043;119;21;167;7043;x
7044;235;242;64;7044;x
7045;233;50;40;7045;x
7046;72;128;205;7046;x
7047;222;238;38;7047;x
7048;192;141;11;7048;x
7049;121;70;248;7049;x
7050;58;247;240;7050;x
7051;28;2;241;7051;x
7052;86;152;3;7052;x
7053;42;18;174;7053;x
7054;160;163;200;7054;x
7055;248;250;1;7055;x
7056;10;139;163;7056;x
7057;114;85;70;7057;x
7058;167;170;71;7058;x
7059;124;253;87;7059;x
7060;241;129;203;7060;x
7061;11;29;136;7061;x
7062;155;88;199;7062;x
7063;7;70;232;7063;x
7064;202;111;62;7064;x
7065;144;89;99;7065;x
7066;159;10;153;7066;x
7067;56;136;222;7067;x
7068;60;247;48;7068;x
7069;114;252;160;7069;x
7070;205;45;197;7070;x
7071;237;140;154;7071;x
7072;36;8;71;7072;x
7073;179;207;191;7073;x
7074;160;83;36;7074;x
7075;91;181;136;7075;x
7076;39;88;161;7076;x
7077;40;137;42;7077;x
7078;96;250;172;7078;x
7079;208;47;17;7079;x
7080;188;127;100;7080;x
7081;64;143;102;7081;x
7082;188;105;26;7082;x
7083;244;63;210;7083;x
7084;170;115;4;7084;x
7085;56;111;233;7085;x
7086;152;82;135;7086;x
7087;104;169;159;7087;x
7088;18;11;246;7088;x
7089;78;138;196;7089;x
7090;175;53;174;7090;x
7091;212;81;86;7091;x
7092;142;99;144;7092;x
7093;22;125;46;7093;x
7094;103;157;173;7094;x
7095;234;79;15;7095;x
7096;170;173;63;7096;x
7097;215;84;38;7097;x
7098;37;127;63;7098;x
7099;68;22;230;7099;x
7100;102;197;101;7100;x
7101;229;46;207;7101;x
7102;31;82;176;7102;x
7103;200;93;116;7103;x
7104;13;195;243;7104;x
7105;5;21;244;7105;x
7106;90;88;98;7106;x
7107;188;45;1;7107;x
7108;138;87;238;7108;x
7109;152;84;102;7109;x
7110;77;250;247;7110;x
7111;190;97;158;7111;x
7112;216;242;133;7112;x
7113;76;95;234;7113;x
7114;143;5;98;7114;x
7115;75;175;215;7115;x
7116;175;245;208;7116;x
7117;52;111;208;7117;x
7118;23;192;3;7118;x
7119;178;138;167;7119;x
7120;142;69;135;7120;x
7121;90;114;106;7121;x
7122;23;220;117;7122;x
7123;239;69;236;7123;x
7124;157;206;122;7124;x
7125;147;244;212;7125;x
7126;30;113;187;7126;x
7127;115;209;172;7127;x
7128;17;120;155;7128;x
7129;243;227;40;7129;x
7130;223;193;46;7130;x
7131;169;116;163;7131;x
7132;210;145;222;7132;x
7133;245;119;80;7133;x
7134;102;107;46;7134;x
7135;71;128;254;7135;x
7136;200;19;235;7136;x
7137;164;106;235;7137;x
7138;35;108;22;7138;x
7139;211;226;138;7139;x
7140;230;39;28;7140;x
7141;46;189;218;7141;x
7142;26;238;178;7142;x
7143;237;145;77;7143;x
7144;227;126;185;7144;x
7145;45;179;150;7145;x
7146;89;228;229;7146;x
7147;35;13;100;7147;x
7148;248;14;27;7148;x
7149;43;190;24;7149;x
7150;0;242;226;7150;x
7151;211;154;40;7151;x
7152;239;108;97;7152;x
7153;117;18;140;7153;x
7154;181;103;22;7154;x
7155;46;166;165;7155;x
7156;188;45;139;7156;x
7157;90;105;46;7157;x
7158;119;50;248;7158;x
7159;67;63;31;7159;x
7160;179;112;146;7160;x
7161;125;66;185;7161;x
7162;83;129;3;7162;x
7163;147;182;60;7163;x
7164;250;99;127;7164;x
7165;154;174;146;7165;x
7166;207;77;68;7166;x
7167;99;64;6;7167;x
7168;172;223;242;7168;x
7169;229;57;24;7169;x
7170;115;1;149;7170;x
7171;28;113;197;7171;x
7172;143;175;5;7172;x
7173;158;155;13;7173;x
7174;55;50;250;7174;x
7175;219;242;39;7175;x
7176;72;50;141;7176;x
7177;142;146;41;7177;x
7178;233;245;166;7178;x
7179;102;235;80;7179;x
7180;2;209;194;7180;x
7181;255;27;218;7181;x
7182;189;244;31;7182;x
7183;35;92;70;7183;x
7184;119;118;105;7184;x
7185;151;107;235;7185;x
7186;64;204;148;7186;x
7187;152;130;113;7187;x
7188;126;219;238;7188;x
7189;200;103;251;7189;x
7190;153;210;205;7190;x
7191;118;35;223;7191;x
7192;183;25;97;7192;x
7193;205;134;140;7193;x
7194;145;105;10;7194;x
7195;132;28;178;7195;x
7196;126;55;95;7196;x
7197;159;95;196;7197;x
7198;127;133;210;7198;x
7199;66;41;189;7199;x
7200;140;214;85;7200;x
7201;215;42;18;7201;x
7202;40;166;110;7202;x
7203;121;19;4;7203;x
7204;65;236;162;7204;x
7205;100;112;132;7205;x
7206;175;73;93;7206;x
7207;98;165;125;7207;x
7208;150;219;22;7208;x
7209;202;47;118;7209;x
7210;105;233;239;7210;x
7211;15;253;217;7211;x
7212;144;144;115;7212;x
7213;24;33;141;7213;x
7214;84;17;89;7214;x
7215;175;231;65;7215;x
7216;62;194;13;7216;x
7217;8;36;192;7217;x
7218;211;189;242;7218;x
7219;70;160;93;7219;x
7220;173;88;76;7220;x
7221;72;36;6;7221;x
7222;125;59;114;7222;x
7223;102;7;57;7223;x
7224;19;230;229;7224;x
7225;93;65;112;7225;x
7226;33;81;49;7226;x
7227;125;61;227;7227;x
7228;239;242;99;7228;x
7229;17;92;143;7229;x
7230;183;66;206;7230;x
7231;244;110;211;7231;x
7232;253;222;34;7232;x
7233;86;93;25;7233;x
7234;252;218;187;7234;x
7235;125;46;71;7235;x
7236;153;1;43;7236;x
7237;10;145;175;7237;x
7238;122;127;136;7238;x
7239;218;76;237;7239;x
7240;7;141;161;7240;x
7241;59;46;84;7241;x
7242;96;250;114;7242;x
7243;58;91;45;7243;x
7244;140;28;17;7244;x
7245;97;127;53;7245;x
7246;187;50;151;7246;x
7247;243;146;92;7247;x
7248;140;88;45;7248;x
7249;69;123;180;7249;x
7250;5;77;60;7250;x
7251;10;186;191;7251;x
7252;253;196;0;7252;x
7253;58;82;97;7253;x
7254;50;83;197;7254;x
7255;202;86;153;7255;x
7256;149;117;137;7256;x
7257;68;221;81;7257;x
7258;123;145;236;7258;x
7259;84;63;239;7259;x
7260;119;137;233;7260;x
7261;110;144;19;7261;x
7262;128;76;29;7262;x
7263;237;228;31;7263;x
7264;108;133;57;7264;x
7265;161;129;50;7265;x
7266;216;141;131;7266;x
7267;168;62;213;7267;x
7268;152;171;39;7268;x
7269;42;196;133;7269;x
7270;108;30;25;7270;x
7271;21;197;154;7271;x
7272;59;18;69;7272;x
7273;3;215;23;7273;x
7274;194;176;99;7274;x
7275;69;177;136;7275;x
7276;115;34;229;7276;x
7277;193;104;37;7277;x
7278;73;54;220;7278;x
7279;195;141;120;7279;x
7280;236;210;246;7280;x
7281;174;245;36;7281;x
7282;190;153;215;7282;x
7283;58;5;30;7283;x
7284;102;33;85;7284;x
7285;37;241;150;7285;x
7286;50;224;175;7286;x
7287;249;15;35;7287;x
7288;249;244;10;7288;x
7289;187;240;133;7289;x
7290;10;189;150;7290;x
7291;80;175;153;7291;x
7292;127;198;229;7292;x
7293;209;211;117;7293;x
7294;22;107;90;7294;x
7295;155;25;31;7295;x
7296;203;37;9;7296;x
7297;156;180;255;7297;x
7298;245;6;109;7298;x
7299;208;223;5;7299;x
7300;222;42;10;7300;x
7301;153;162;113;7301;x
7302;186;61;62;7302;x
7303;4;208;81;7303;x
7304;92;219;64;7304;x
7305;83;148;148;7305;x
7306;98;192;162;7306;x
7307;120;182;115;7307;x
7308;3;31;178;7308;x
7309;168;121;87;7309;x
7310;101;48;174;7310;x
7311;127;52;45;7311;x
7312;148;180;189;7312;x
7313;9;47;150;7313;x
7314;165;212;192;7314;x
7315;131;6;197;7315;x
7316;48;85;220;7316;x
7317;38;27;132;7317;x
7318;159;227;40;7318;x
7319;30;192;54;7319;x
7320;202;65;189;7320;x
7321;155;177;156;7321;x
7322;186;170;232;7322;x
7323;38;241;213;7323;x
7324;126;203;62;7324;x
7325;201;217;215;7325;x
7326;247;159;49;7326;x
7327;110;24;216;7327;x
7328;171;93;179;7328;x
7329;214;76;92;7329;x
7330;21;182;76;7330;x
7331;81;206;224;7331;x
7332;136;128;175;7332;x
7333;215;58;168;7333;x
7334;250;192;24;7334;x
7335;169;173;130;7335;x
7336;189;249;12;7336;x
7337;181;186;167;7337;x
7338;73;1;142;7338;x
7339;4;88;97;7339;x
7340;143;248;90;7340;x
7341;58;142;107;7341;x
7342;6;78;149;7342;x
7343;170;215;212;7343;x
7344;117;146;250;7344;x
7345;236;250;112;7345;x
7346;111;138;144;7346;x
7347;235;81;93;7347;x
7348;245;209;236;7348;x
7349;107;47;255;7349;x
7350;224;92;147;7350;x
7351;4;23;53;7351;x
7352;65;60;195;7352;x
7353;26;90;130;7353;x
7354;135;251;162;7354;x
7355;147;36;26;7355;x
7356;130;161;216;7356;x
7357;9;129;210;7357;x
7358;193;142;231;7358;x
7359;7;230;237;7359;x
7360;194;100;235;7360;x
7361;177;137;7;7361;x
7362;32;121;166;7362;x
7363;250;75;37;7363;x
7364;159;8;213;7364;x
7365;3;17;22;7365;x
7366;12;118;19;7366;x
7367;16;156;183;7367;x
7368;165;123;5;7368;x
7369;176;36;228;7369;x
7370;206;100;137;7370;x
7371;86;24;18;7371;x
7372;190;133;238;7372;x
7373;208;221;203;7373;x
7374;12;255;130;7374;x
7375;201;4;138;7375;x
7376;112;255;34;7376;x
7377;130;34;193;7377;x
7378;117;197;68;7378;x
7379;7;10;74;7379;x
7380;96;104;52;7380;x
7381;113;205;7;7381;x
7382;75;80;117;7382;x
7383;40;159;20;7383;x
7384;90;183;190;7384;x
7385;67;10;15;7385;x
7386;229;29;145;7386;x
7387;87;218;95;7387;x
7388;77;182;108;7388;x
7389;147;27;35;7389;x
7390;222;73;46;7390;x
7391;104;95;182;7391;x
7392;75;149;52;7392;x
7393;209;135;68;7393;x
7394;15;213;64;7394;x
7395;247;120;55;7395;x
7396;4;186;248;7396;x
7397;167;183;179;7397;x
7398;130;248;146;7398;x
7399;67;89;155;7399;x
7400;144;200;132;7400;x
7401;22;245;204;7401;x
7402;126;34;64;7402;x
7403;16;182;2;7403;x
7404;210;68;54;7404;x
7405;215;143;226;7405;x
7406;152;158;170;7406;x
7407;103;125;157;7407;x
7408;123;48;105;7408;x
7409;208;39;235;7409;x
7410;91;184;3;7410;x
7411;41;168;69;7411;x
7412;235;214;220;7412;x
7413;223;162;44;7413;x
7414;90;157;254;7414;x
7415;247;182;87;7415;x
7416;107;139;144;7416;x
7417;30;205;51;7417;x
7418;219;245;242;7418;x
7419;48;97;30;7419;x
7420;195;240;108;7420;x
7421;85;132;184;7421;x
7422;233;184;122;7422;x
7423;11;207;208;7423;x
7424;108;19;220;7424;x
7425;19;118;201;7425;x
7426;76;160;210;7426;x
7427;10;191;238;7427;x
7428;125;142;177;7428;x
7429;202;36;42;7429;x
7430;168;50;126;7430;x
7431;1;167;251;7431;x
7432;59;43;250;7432;x
7433;113;252;127;7433;x
7434;21;133;2;7434;x
7435;89;88;150;7435;x
7436;234;12;239;7436;x
7437;113;123;103;7437;x
7438;102;156;192;7438;x
7439;201;15;130;7439;x
7440;222;64;113;7440;x
7441;238;169;103;7441;x
7442;64;120;98;7442;x
7443;207;53;9;7443;x
7444;32;9;145;7444;x
7445;98;85;242;7445;x
7446;18;93;174;7446;x
7447;198;2;11;7447;x
7448;56;222;220;7448;x
7449;176;20;12;7449;x
7450;213;20;227;7450;x
7451;137;46;190;7451;x
7452;255;25;143;7452;x
7453;124;106;235;7453;x
7454;2;33;176;7454;x
7455;140;227;129;7455;x
7456;218;224;154;7456;x
7457;253;110;234;7457;x
7458;16;134;78;7458;x
7459;93;91;96;7459;x
7460;218;208;196;7460;x
7461;147;196;84;7461;x
7462;191;41;55;7462;x
7463;109;246;12;7463;x
7464;127;117;126;7464;x
7465;190;215;40;7465;x
7466;23;56;40;7466;x
7467;141;186;68;7467;x
7468;40;163;1;7468;x
7469;125;130;164;7469;x
7470;54;54;34;7470;x
7471;60;109;117;7471;x
7472;213;17;14;7472;x
7473;131;204;11;7473;x
7474;45;109;13;7474;x
7475;207;148;85;7475;x
7476;233;239;184;7476;x
7477;17;8;55;7477;x
7478;245;197;128;7478;x
7479;88;61;210;7479;x
7480;126;76;138;7480;x
7481;8;150;154;7481;x
7482;237;35;117;7482;x
7483;253;58;150;7483;x
7484;96;198;131;7484;x
7485;198;169;5;7485;x
7486;159;208;172;7486;x
7487;11;205;128;7487;x
7488;28;76;173;7488;x
7489;98;40;15;7489;x
7490;114;3;149;7490;x
7491;226;177;134;7491;x
7492;176;126;107;7492;x
7493;41;163;48;7493;x
7494;45;53;56;7494;x
7495;189;212;162;7495;x
7496;188;171;252;7496;x
7497;246;222;130;7497;x
7498;228;143;30;7498;x
